[123660]: 477ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:716 CSpxAudioStreamSession::AddRecognizer
[391418]: 4489ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 121600 bytes (3800 msec)
[391418]: 4489ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 124800, unacknowledgedAudioDuration = 3800 msec, packetAudioDelay = 0 msec
[970080]: 4489ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 4489ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 4489ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:3903, Write 3200 bytes audio data.
[970080]: 4489ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[970080]: 4566ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1470 [00000210E60579A0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=translation.hypothesis
[970080]: 4566ms SPX_TRACE_INFO:  usp_connection.cpp:982 Response Message: content type: application/json; charset=utf-8.
[970080]: 4566ms SPX_TRACE_INFO:  usp_connection.cpp:1002 TS:3981 Response Message: path: translation.hypothesis, size: 186.
[970080]: 4566ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1828 Response: Translation.Hypothesis message. RecoText: Isn't this stuff cool, TranslationStatus: 0, starts at 7200000, with duration 24800000 (100ns).
[970080]: 4566ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:1844 Fire intermediate translation result: Creating Result
[606523]: 4566ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[970080]: 4566ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[606523]: 4566ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[970080]: 4566ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionResult' as '175439361'
[606523]: 4566ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessage' as '370353069'
[970080]: 4566ms SPX_TRACE_VERBOSE:  recognition_result.cpp:79 CSpxRecognitionResult::InitIntermediateResult: resultId=86af9315679a4c4787bb98f70c006aae
[970080]: 4566ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E6028010; name='RESULT-Json'; value='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[606523]: 4566ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC7D0; name='connection.message.type'; value='text'
[970080]: 4566ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:216 CSpxRecognitionResult::InitTranslationRecognitionResult
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC7D0; name='connection.message.path'; value='translation.hypothesis'
[970080]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='RESULT-Json'; value='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC7D0; name='connection.message.text.message'; value='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[970080]: 4567ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1493 CSpxUspRecoEngineAdapter::UpdateAdapterResult_JsonResult: before update: json='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC7D0; name='Content-Type'; value='application/json; charset=utf-8'
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC7D0; name='Path'; value='translation.hypothesis'
[970080]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6057A88; name='AudioConfig_AudioSource'; value='Microphones'
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC7D0; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[970080]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E6028010; name='RESULT-RecognitionLatencyMs'; value='778'
[606523]: 4567ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[970080]: 4567ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2262 Storing indermidate result for possible promotion.
[606523]: 4567ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[970080]: 4567ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1539 [00000210E60579A0]CSpxAudioStreamSession::FireResultEvent
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[970080]: 4567ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:1844 FireIntermeidateResult: GetSite()->FireAdapterResult_Intermediate()  complete!
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60AD430
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x00000210E60AD430, p=0x00000210E60AD430, tot=5
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EC7B0
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x00000210E60EC7B0, p=0x00000210E60EC7B0, tot=5
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EC7D0
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x00000210E60EC7D0, p=0x00000210E60EC7D0, tot=11
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='connection.message.path'; value='translation.hypothesis'
[606523]: 4567ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='Content-Type'; value='application/json; charset=utf-8'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='connection.message.type'; value='text'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='connection.message.type'; value='text'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='connection.message.type'; value='text'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='connection.message.type'; value='text'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E60EC7D0; name='connection.message.text.message'; value='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[606523]: 4568ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1682 DispatchEvent task started...
[606523]: 4568ms SPX_DBG_TRACE_SCOPE_ENTER:  recognizer.cpp:345 CSpxRecognizer::FireResultEvent
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionEventArgs' as '706084327'
[606523]: 4568ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60848F0
[606523]: 4569ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxRecognitionEventArgs, h=0x00000210E60848F0, p=0x00000210E60848F0, tot=3
[606523]: 4569ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E6027F50
[606523]: 4569ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxRecognitionResult, h=0x00000210E6027F50, p=0x00000210E6027F50, tot=3
[606523]: 4569ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E6028010
[606523]: 4569ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x00000210E6028010, p=0x00000210E6028010, tot=12
[606523]: 4570ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='ITN'; value=''
[606523]: 4570ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='Lexical'; value=''
[606523]: 4570ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='RESULT-RecognitionLatencyMs'; value='778'
[606523]: 4570ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='RESULT-Json'; value='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[606523]: 4571ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='ITN'; value=''
[606523]: 4571ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='Lexical'; value=''
[606523]: 4571ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='RESULT-RecognitionLatencyMs'; value='778'
[606523]: 4571ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028010; name='RESULT-Json'; value='{"Text":"Isn't this stuff cool","Offset":7200000,"Duration":24800000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool"}]}}'
[606523]: 4571ms SPX_DBG_TRACE_SCOPE_EXIT:  recognizer.cpp:345 CSpxRecognizer::FireResultEvent
[606523]: 4571ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1682 DispatchEvent task complete!
[391418]: 4588ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:58.9477541Z, size:3200.
[391418]: 4588ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 124800 bytes (3900 msec)
[391418]: 4588ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 128000, unacknowledgedAudioDuration = 3900 msec, packetAudioDelay = 0 msec
[970080]: 4589ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 4589ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 4589ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4003, Write 3200 bytes audio data.
[970080]: 4589ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 4688ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:59.0471060Z, size:3200.
[391418]: 4688ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 128000 bytes (4000 msec)
[391418]: 4688ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 131200, unacknowledgedAudioDuration = 4000 msec, packetAudioDelay = 0 msec
[970080]: 4688ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 4688ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 4688ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4103, Write 3200 bytes audio data.
[970080]: 4688ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 4788ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:59.1480167Z, size:3200.
[391418]: 4789ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 131200 bytes (4100 msec)
[391418]: 4789ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 134400, unacknowledgedAudioDuration = 4100 msec, packetAudioDelay = 0 msec
[970080]: 4789ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 4789ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 4789ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4203, Write 3200 bytes audio data.
[970080]: 4789ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 4889ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:59.2484693Z, size:3200.
[391418]: 4889ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 134400 bytes (4200 msec)
[391418]: 4889ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 137600, unacknowledgedAudioDuration = 4200 msec, packetAudioDelay = 0 msec
[970080]: 4889ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 4889ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 4889ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4304, Write 3200 bytes audio data.
[970080]: 4889ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 4988ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:59.3479467Z, size:3200.
[391418]: 4989ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 137600 bytes (4300 msec)
[391418]: 4989ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 140800, unacknowledgedAudioDuration = 4300 msec, packetAudioDelay = 0 msec
[970080]: 4989ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 4989ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 4989ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4403, Write 3200 bytes audio data.
[970080]: 4989ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 5088ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:59.4475681Z, size:3200.
[391418]: 5088ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 140800 bytes (4400 msec)
[391418]: 5088ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 144000, unacknowledgedAudioDuration = 4400 msec, packetAudioDelay = 0 msec
[970080]: 5088ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 5088ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 5088ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4503, Write 3200 bytes audio data.
[970080]: 5089ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[391418]: 5189ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-06-03T09:36:59.5480658Z, size:3200.
[391418]: 5189ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 144000 bytes (4500 msec)
[391418]: 5189ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [00000210E6077960] m_bytesTransited = 147200, unacknowledgedAudioDuration = 4500 msec, packetAudioDelay = 0 msec
[970080]: 5189ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x00000210E609E910) Sending Audio ... size=3200
[970080]: 5189ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[970080]: 5189ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4603, Write 3200 bytes audio data.
[970080]: 5189ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [00000210E60579A0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1470 [00000210E60579A0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=translation.phrase
[970080]: 5202ms SPX_TRACE_INFO:  usp_connection.cpp:982 Response Message: content type: application/json; charset=utf-8.
[970080]: 5202ms SPX_TRACE_INFO:  usp_connection.cpp:1002 TS:4617 Response Message: path: translation.phrase, size: 219.
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1883 Response: Translation.Phrase message. RecoStatus: 0, TranslationStatus: 0, RecoText: Isn't this stuff cool?, starts at 20600000, with duration 14200000 (100ns).
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:2837 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 2/1200 => 2/1200 
[606523]: 5202ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[970080]: 5202ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:1902 Fire final translation result: Creating Result
[606523]: 5202ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[970080]: 5202ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessage' as '370353069'
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionResult' as '175439361'
[970080]: 5202ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:90 CSpxRecognitionResult::InitFinalResult
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC8E0; name='connection.message.type'; value='text'
[970080]: 5202ms SPX_TRACE_VERBOSE:  recognition_result.cpp:104 CSpxRecognitionResult::InitFinalResult: resultId=bb694446f7b247f19c3742d91d080d37 reason=3, text='Isn't this stuff cool?'
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC8E0; name='connection.message.path'; value='translation.phrase'
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E6028820; name='RESULT-Json'; value='{"RecognitionStatus":"Success","Offset":20600000,"Duration":14200000,"Text":"Isn't this stuff cool?","Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool?"}]}}'
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC8E0; name='connection.message.text.message'; value='{"RecognitionStatus":"Success","Offset":20600000,"Duration":14200000,"Text":"Isn't this stuff cool?","Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool?"}]}}'
[970080]: 5202ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:216 CSpxRecognitionResult::InitTranslationRecognitionResult
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC8E0; name='Content-Type'; value='application/json; charset=utf-8'
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6028820; name='RESULT-Json'; value='{"RecognitionStatus":"Success","Offset":20600000,"Duration":14200000,"Text":"Isn't this stuff cool?","Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool?"}]}}'
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1493 CSpxUspRecoEngineAdapter::UpdateAdapterResult_JsonResult: before update: json='{"RecognitionStatus":"Success","Offset":20600000,"Duration":14200000,"Text":"Isn't this stuff cool?","Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Ist dieses Zeug nicht cool?"}]}}'
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC8E0; name='Path'; value='translation.phrase'
[606523]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E60EC8E0; name='X-RequestId'; value='5e7f3ae280164f1aa729a58a11bb3ac6'
[606523]: 5202ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[970080]: 5202ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x00000210E6057A88; name='AudioConfig_AudioSource'; value='Microphones'
[606523]: 5202ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[970080]: 5203ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x00000210E6028820; name='RESULT-RecognitionLatencyMs'; value='1134'
[606523]: 5203ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[970080]: 5203ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1357 [00000210E60579A0]CSpxAudioStreamSession::WaitForRecognition_Complete: ...
[606523]: 5203ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60ED470
[970080]: 5203ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1539 [00000210E60579A0]CSpxAudioStreamSession::FireResultEvent
[606523]: 5203ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x00000210E60ED470, p=0x00000210E60ED470, tot=6
[970080]: 5203ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:1902 FireFinalResul: GetSite()->FireAdapterResult_FinalResult()  complete!
[606523]: 5203ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x00000210E60EC8C0
