[119905]: 352ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:716 CSpxAudioStreamSession::AddRecognizer
[696510]: 4488ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FEF5570; name='RESULT-Json'; value='{"Text":"Let's try this again and see","Offset":13400000,"Duration":17900000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Versuchen wir es noch einmal und sehen"}]}}'
[696510]: 4488ms SPX_DBG_TRACE_SCOPE_EXIT:  recognizer.cpp:345 CSpxRecognizer::FireResultEvent
[696510]: 4488ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1682 DispatchEvent task complete!
[931781]: 4545ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:51.7217222Z, size:3200.
[931781]: 4545ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 128000 bytes (4000 msec)
[931781]: 4545ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 131200, unacknowledgedAudioDuration = 4000 msec, packetAudioDelay = 0 msec
[174873]: 4545ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 4545ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 4545ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4095, Write 3200 bytes audio data.
[174873]: 4545ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 4645ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:51.8221597Z, size:3200.
[931781]: 4645ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 131200 bytes (4100 msec)
[931781]: 4645ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 134400, unacknowledgedAudioDuration = 4100 msec, packetAudioDelay = 0 msec
[174873]: 4646ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 4646ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 4646ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4195, Write 3200 bytes audio data.
[174873]: 4646ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 4746ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:51.9223724Z, size:3200.
[931781]: 4746ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 134400 bytes (4200 msec)
[931781]: 4746ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 137600, unacknowledgedAudioDuration = 4200 msec, packetAudioDelay = 0 msec
[174873]: 4746ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 4746ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 4746ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4295, Write 3200 bytes audio data.
[174873]: 4746ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 4846ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.0226024Z, size:3200.
[931781]: 4846ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 137600 bytes (4300 msec)
[931781]: 4846ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 140800, unacknowledgedAudioDuration = 4300 msec, packetAudioDelay = 0 msec
[174873]: 4846ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 4846ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 4846ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4396, Write 3200 bytes audio data.
[174873]: 4846ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 4945ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.1218626Z, size:3200.
[931781]: 4945ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 140800 bytes (4400 msec)
[931781]: 4945ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 144000, unacknowledgedAudioDuration = 4400 msec, packetAudioDelay = 0 msec
[174873]: 4945ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 4945ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 4945ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4495, Write 3200 bytes audio data.
[174873]: 4945ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1470 [000002927FE7A120]CSpxAudioStreamSession::FireConnectionMessageReceived; path=translation.hypothesis
[174873]: 4999ms SPX_TRACE_INFO:  usp_connection.cpp:982 Response Message: content type: application/json; charset=utf-8.
[174873]: 4999ms SPX_TRACE_INFO:  usp_connection.cpp:1002 TS:4548 Response Message: path: translation.hypothesis, size: 245.
[696510]: 4999ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[696510]: 4999ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1828 Response: Translation.Hypothesis message. RecoText: Let's try this again and see if we get out, TranslationStatus: 0, starts at 13400000, with duration 24400000 (100ns).
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessage' as '370353069'
[174873]: 4999ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:1844 Fire intermediate translation result: Creating Result
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF187A0; name='connection.message.type'; value='text'
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF187A0; name='connection.message.path'; value='translation.hypothesis'
[174873]: 4999ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF187A0; name='connection.message.text.message'; value='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionResult' as '175439361'
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF187A0; name='Content-Type'; value='application/json; charset=utf-8'
[174873]: 4999ms SPX_TRACE_VERBOSE:  recognition_result.cpp:79 CSpxRecognitionResult::InitIntermediateResult: resultId=a2272758c1f94aabb92e674f0c9dc5b6
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF187A0; name='Path'; value='translation.hypothesis'
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF0EB60; name='RESULT-Json'; value='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF187A0; name='X-RequestId'; value='3cf66df909114695a9f5e9bc72c103b3'
[174873]: 4999ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:216 CSpxRecognitionResult::InitTranslationRecognitionResult
[696510]: 4999ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='RESULT-Json'; value='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[696510]: 4999ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1493 CSpxUspRecoEngineAdapter::UpdateAdapterResult_JsonResult: before update: json='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FF04950
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x000002927FF04950, p=0x000002927FF04950, tot=6
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FE7A208; name='AudioConfig_AudioSource'; value='Microphones'
[174873]: 4999ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF0EB60; name='RESULT-RecognitionLatencyMs'; value='773'
[696510]: 4999ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FF18780
[174873]: 5000ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2262 Storing indermidate result for possible promotion.
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x000002927FF18780, p=0x000002927FF18780, tot=6
[174873]: 5000ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1539 [000002927FE7A120]CSpxAudioStreamSession::FireResultEvent
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FF187A0
[174873]: 5000ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:1844 FireIntermeidateResult: GetSite()->FireAdapterResult_Intermediate()  complete!
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x000002927FF187A0, p=0x000002927FF187A0, tot=13
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='connection.message.path'; value='translation.hypothesis'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='X-RequestId'; value='3cf66df909114695a9f5e9bc72c103b3'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='Content-Type'; value='application/json; charset=utf-8'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='connection.message.type'; value='text'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='connection.message.type'; value='text'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='connection.message.type'; value='text'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='connection.message.type'; value='text'
[696510]: 5000ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF187A0; name='connection.message.text.message'; value='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[696510]: 5001ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1682 DispatchEvent task started...
[696510]: 5001ms SPX_DBG_TRACE_SCOPE_ENTER:  recognizer.cpp:345 CSpxRecognizer::FireResultEvent
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionEventArgs' as '706084327'
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FEA3F40
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxRecognitionEventArgs, h=0x000002927FEA3F40, p=0x000002927FEA3F40, tot=4
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FF0EAA0
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxRecognitionResult, h=0x000002927FF0EAA0, p=0x000002927FF0EAA0, tot=4
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:106 CSpxHandleTable::TrackHandle p=0x000002927FF0EB60
[696510]: 5001ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:116 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x000002927FF0EB60, p=0x000002927FF0EB60, tot=14
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='ITN'; value=''
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='Lexical'; value=''
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='RESULT-RecognitionLatencyMs'; value='773'
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='RESULT-Json'; value='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='ITN'; value=''
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='Lexical'; value=''
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='RESULT-RecognitionLatencyMs'; value='773'
[696510]: 5003ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxNamedProperties::GetStringValue: this=0x000002927FF0EB60; name='RESULT-Json'; value='{"Text":"Let's try this again and see if we get out","Offset":13400000,"Duration":24400000,"Translation":{"TranslationStatus":"Success","Translations":[{"Language":"de","Text":"Lass uns das noch einmal versuchen und sehen, ob wir rauskommen"}]}}'
[696510]: 5004ms SPX_DBG_TRACE_SCOPE_EXIT:  recognizer.cpp:345 CSpxRecognizer::FireResultEvent
[696510]: 5004ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1682 DispatchEvent task complete!
[931781]: 5046ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.2231687Z, size:3200.
[931781]: 5046ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 144000 bytes (4500 msec)
[931781]: 5047ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 147200, unacknowledgedAudioDuration = 4500 msec, packetAudioDelay = 0 msec
[174873]: 5047ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 5047ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 5047ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4596, Write 3200 bytes audio data.
[174873]: 5047ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 5146ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.3230185Z, size:3200.
[931781]: 5146ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 147200 bytes (4600 msec)
[931781]: 5146ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 150400, unacknowledgedAudioDuration = 4600 msec, packetAudioDelay = 0 msec
[174873]: 5147ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 5147ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 5147ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4696, Write 3200 bytes audio data.
[174873]: 5147ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 5247ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.4233076Z, size:3200.
[931781]: 5247ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 150400 bytes (4700 msec)
[931781]: 5247ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 153600, unacknowledgedAudioDuration = 4700 msec, packetAudioDelay = 0 msec
[174873]: 5247ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 5247ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 5247ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4796, Write 3200 bytes audio data.
[174873]: 5247ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 5345ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.5218374Z, size:3200.
[931781]: 5345ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 153600 bytes (4800 msec)
[931781]: 5345ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 156800, unacknowledgedAudioDuration = 4800 msec, packetAudioDelay = 0 msec
[174873]: 5345ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 5345ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 5345ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4895, Write 3200 bytes audio data.
[174873]: 5345ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 5446ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.6225953Z, size:3200.
[931781]: 5446ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 156800 bytes (4900 msec)
[931781]: 5446ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 160000, unacknowledgedAudioDuration = 4900 msec, packetAudioDelay = 50 msec
[174873]: 5446ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 5446ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 5446ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:4996, Write 3200 bytes audio data.
[174873]: 5446ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[931781]: 5546ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:523 Received audio chunk: time: 2022-05-27T11:43:52.7227952Z, size:3200.
[931781]: 5546ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:537 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 160000 bytes (5000 msec)
[931781]: 5546ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:158 [000002927FEAA050] m_bytesTransited = 163200, unacknowledgedAudioDuration = 5000 msec, packetAudioDelay = 50 msec
[174873]: 5546ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:285 CSpxUspRecoEngineAdapter::ProcessAudio: (0x000002927FE71CF0) Sending Audio ... size=3200
[174873]: 5547ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1326 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[174873]: 5547ms SPX_TRACE_INFO:  usp_connection.cpp:774 TS:5096, Write 3200 bytes audio data.
[174873]: 5547ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:687 [000002927FE7A120]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[174873]: 5606ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1470 [000002927FE7A120]CSpxAudioStreamSession::FireConnectionMessageReceived; path=translation.phrase
[174873]: 5606ms SPX_TRACE_INFO:  usp_connection.cpp:982 Response Message: content type: application/json; charset=utf-8.
[174873]: 5606ms SPX_TRACE_INFO:  usp_connection.cpp:1002 TS:5156 Response Message: path: translation.phrase, size: 285.
[696510]: 5606ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[174873]: 5606ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1883 Response: Translation.Phrase message. RecoStatus: 0, TranslationStatus: 0, RecoText: Let's try this again and see if we get output., starts at 18800000, with duration 22900000 (100ns).
[696510]: 5607ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[174873]: 5607ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:2837 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 2/1200 => 2/1200 
[696510]: 5607ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxConnectionMessage' as '370353069'
[174873]: 5607ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:1902 Fire final translation result: Creating Result
[696510]: 5607ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF188B0; name='connection.message.type'; value='text'
[696510]: 5607ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:451 ISpxPropertyBagImpl::SetStringValue: this=0x000002927FF188B0; name='connection.message.path'; value='translation.phrase'
[174873]: 5607ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[174873]: 5607ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:95 Created 'CSpxRecognitionResult' as '175439361'
